X,Y,OBJECTID,acci_id,tamainid,numunits,AccidentDate,AccidentTime,DayOfWeek,WasFatal,WasHitAndRun,TransImmedMedCare,UCRCode,UCRDescription,CoordX,CoordY,Location,Inside_Outside,City,Accuracy,Distance,Units,Direction,From_At,IntersectingStreet,AddrNumber,AddrDirection,AddrStreetName,AddrStreetNameSuffix,CrossStreetDirection,CrossStreetName,CrossStreetSuffix,LightConditionDescription,WeatherDescription,WeatherOther,RelationDescription,IntersectionTypeDescription,RoadConfigurationDescription,MannerOfCrashDescription,MannerOfCrashOther,DATASOURCE,URL,F7Days,F28Days,COMPSTAT_28D,WEEKLY_7D,AccidentDateTime
995453.37007873877883,456138.410104990005493,3215,1708300133  ,196060,2,2017-08-30T00:00:00.000Z,0706,WED,0,1,0,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,995453.37,456138.41,GRANT RD E                    ,INSIDE                                                 ,TUCSON              ,Approximately,100  ,Feet,E ,From,1ST AV N                      ,        ,N ,1ST                                     ,AV  ,E ,GRANT                                   ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - DRIVEWAY                       ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2017\1708300133.pdf,,,,,
1016772.520013123750687,445822.140091866254807,3261,1304170286  ,161355,2,2013-04-17T00:00:00.000Z,1235,WED,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1016772.52,445822.14,N SWAN RD                     ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,E BROADWAY BL                 ,        ,E ,BROADWAY                                ,BL  ,N ,SWAN                                    ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, DIVIDED POSITIVE MEDIAN BARRIER                 ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
998606.25,447939.62007874250412,3287,1809210266  ,205006,2,2018-09-21T00:00:00.000Z,0949,FRI,0,0,0,3204      ,3204-PROP DMG TRAF ACCIDENT/BICYCLE                    ,998606.25,447939.62,6TH ST E                      ,,TUCSON              ,N/A,     ,N/A,  ,At,HIGHLAND AV                   ,        ,E ,6TH                                     ,ST  ,N ,HIGHLAND                                ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2018\1809210266.pdf,,,,,
1021907.31003937125206,453194.0,3307,1811210447  ,206546,3,2018-11-21T00:00:00.000Z,1817,WED,0,1,0,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,1021907.31,453194,CRAYCROFT RD N                ,,TUCSON              ,Approximately,UNK  ,Feet,N ,From,LEE ST E                      ,        ,N ,CRAYCROFT                               ,RD  ,E ,LEE                                     ,ST  ,DARK-LIGHTED                                           ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",OTHER                                                  ,NON FIXED OBJECT         ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2018\1811210447.pdf,,,,,
991354.580052495002747,440233.859908133745193,3310,1905310559  ,211070,2,2019-05-31T00:00:00.000Z,1707,FRI,0,0,0,3204      ,3204-PROP DMG TRAF ACCIDENT/BICYCLE                    ,991354.58,440233.86,S 10TH AV                     ,INSIDE                                                 ,TUCSON              ,Approximately,UNK  ,Feet,E ,From,W 22ND ST                     ,        ,S ,10TH                                    ,AV  ,W ,22ND                                    ,ST  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2019\1905310559.pdf,,,,,
992422.75,426052.589895009994507,3336,1708010103  ,195319,2,2017-08-01T00:00:00.000Z,0517,TUE,0,0,1,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,992422.75,426052.59,S 9TH AV                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,W OHIO ST                     ,        ,S ,9TH                                     ,AV  ,W ,OHIO                                    ,ST  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2017\1708010103.pdf,,,,,
992422.75,426052.589895009994507,3356,1804260389  ,201993,2,2018-04-26T00:00:00.000Z,1357,THU,0,1,0,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,992422.75,426052.59,9TH AV S                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,OHIO ST W                     ,        ,S ,9TH                                     ,AV  ,W ,OHIO                                    ,ST  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",OTHER                                                  ,PEDALCYCLIST             ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2018\1804260389.pdf,,,,,
979839.839895013719797,446755.589895009994507,3395,1504170534  ,175353,2,2015-04-17T00:00:00.000Z,2137,FRI,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,979839.84,446755.59,W ANKLAM RD                   ,INSIDE                                                 ,TUCSON              ,Approximately,UNK  ,Feet,W ,From,N LA CHOLLA BL                ,        ,W ,ANKLAM                                  ,RD  ,N ,LA CHOLLA                               ,BL  ,DARK-NOT LIGHTED                                       ,CLEAR                                                  ,                         ,NOT JUNCTION RELATED                                   ,,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1011206.169947504997253,461639.279855646193027,3478,1303270256  ,161021,2,2013-03-27T00:00:00.000Z,1027,WED,0,0,1,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1011206.17,461639.28,E FORT LOWELL RD              ,INSIDE                                                 ,TUCSON              ,Approximately,2    ,Feet,N ,At,N ALVERNON WY                 ,        ,N ,ALVERNON                                ,WY  ,E ,FORT LOWELL                             ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",HEAD-ON (FRONT-TO-FRONT) (OTHER THAN LEFT TURN)        ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1014018.029855642467737,448469.169947504997253,3503,1308290290  ,164096,2,2013-08-29T00:00:00.000Z,1438,THU,0,0,1,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1014018.03,448469.17,N COLUMBUS BL                 ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,E 5TH ST                      ,        ,E ,5TH                                     ,ST  ,N ,COLUMBUS                                ,BL  ,DAYLIGHT                                               ,CLOUDY                                                 ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED WITH CONT LEFT TURN LANE            ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
995662.609908137470484,413797.12007874250412,3725,1908100002  ,212807,2,2019-08-09T00:00:00.000Z,2355,WED,0,0,0,3204      ,3204-PROP DMG TRAF ACCIDENT/BICYCLE                    ,995662.61,413797.12,E VALENCIA RD                 ,INSIDE                                                 ,TUCSON              ,Approximately,UNK  ,Feet,E ,From,S NOGALES HY                  ,        ,S ,NOGALES                                 ,HY  ,E ,VALENCIA                                ,RD  ,DARK-LIGHTED                                           ,CLEAR                                                  ,                         ,,FOUR-WAY INTERSECTION                                  ,"2-WAY, DIVIDED POSITIVE MEDIAN BARRIER                 ",,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2019\1908100002.pdf,,,,,
998173.75,450513.5,3811,1212130004  ,159391,3,2012-12-13T00:00:00.000Z,1022,THU,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,998173.75,450513.5,MOUNTAIN                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,1ST ST                        ,        ,E ,1ST                                     ,ST  ,N ,MOUNTAIN                                ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,T-INTERSECTION                                         ,"2-WAY, NOT DIVIDED                                     ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
998173.75,450513.5,3813,1310220003  ,165202,2,2013-10-22T00:00:00.000Z,0813,TUE,0,0,0,3204      ,3204-PROP DMG TRAF ACCIDENT/BICYCLE                    ,998173.75,450513.5,E 1ST ST                      ,INSIDE                                                 ,TUCSON              ,Approximately,40   ,Feet,E ,From,N MOUNTAIN AV                 ,        ,E ,1ST                                     ,ST  ,N ,MOUNTAIN                                ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NOT JUNCTION RELATED                                   ,,"2-WAY, NOT DIVIDED                                     ",REAR END (FRONT TO REAR)                               ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
998125.25,451408.62007874250412,3818,1411170444  ,172175,2,2014-11-17T00:00:00.000Z,1741,MON,0,0,0,3204      ,3204-PROP DMG TRAF ACCIDENT/BICYCLE                    ,998125.25,451408.62,E HELEN ST                    ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,N MOUNTAIN AV                 ,        ,E ,HELEN                                   ,ST  ,N ,MOUNTAIN                                ,AV  ,DUSK                                                   ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
990125.43011811003089,459357.479986876249313,3908,1711150123  ,198027,2,2017-11-15T00:00:00.000Z,0744,WED,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,990125.43,459357.48,LAGUNA ST                     ,,TUCSON              ,Approximately,UNK  ,Feet,E ,From,ORACLE RD                     ,        ,W ,LAGUNA                                  ,ST  ,N ,ORACLE                                  ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,T-INTERSECTION                                         ,"2-WAY, NOT DIVIDED                                     ",OTHER                                                  ,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2017\1711150123.pdf,,,,,
990125.43011811003089,459357.479986876249313,3911,1906110116  ,211308,2,2019-06-11T00:00:00.000Z,0631,TUE,0,0,1,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,990125.43,459357.48,ORACLE RD N                   ,INSIDE                                                 ,TUCSON              ,Approximately,UNK  ,Feet,N ,From,LAGUNA ST W                   ,        ,W ,LAGUNA                                  ,ST  ,N ,ORACLE                                  ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - ENTRANCE/EXIT RAMP (REST AREAS),T-INTERSECTION                                         ,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ",,PEDALCYCLE               ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2019\1906110116.pdf,,,,,
994044.0,451334.31003937125206,3913,1304040748  ,161236,2,2013-04-04T00:00:00.000Z,2255,THU,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,994044,451334.31,N 4TH AV                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,E HELEN ST                    ,        ,N ,4TH                                     ,AV  ,E ,HELEN                                   ,ST  ,DARK-NOT LIGHTED                                       ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
993047.62007873877883,453640.5,3914,1308130368  ,163784,2,2013-08-13T00:00:00.000Z,1530,TUE,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,993047.62,453640.5,N 6TH AV                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,E LESTER ST                   ,        ,N ,6TH                                     ,AV  ,E ,LESTER                                  ,ST  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION-RELATED           ,T-INTERSECTION                                         ,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1003433.87007873877883,449440.029855646193027,3923,1604130203  ,183210,2,2016-04-13T00:00:00.000Z,1047,WED,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1003433.87,449440.03,3RD ST E                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,TUCSON BL N                   ,        ,E ,3RD                                     ,ST  ,N ,TUCSON                                  ,BL  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
991952.25,448320.87007874250412,3938,1310030409  ,164856,3,2013-10-03T00:00:00.000Z,1628,THU,0,1,0,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,991952.25,448320.87,W 5TH ST                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,N ASH AV                      ,        ,W ,5TH                                     ,ST  ,N ,ASH                                     ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",LEFT TURN                                              ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
991927.81003937125206,464635.419947504997253,3939,1303160484  ,160893,2,2013-03-16T00:00:00.000Z,1745,SAT,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,991927.81,464635.42,N STONE AV                    ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,E KING RD                     ,        ,E ,KING                                    ,RD  ,N ,STONE                                   ,AV  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
994546.62007873877883,449312.06003937125206,3943,1310020527  ,164835,2,2013-10-02T00:00:00.000Z,2026,WED,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,994546.62,449312.06,E UNIVERSITY BL               ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,N 3RD AV                      ,        ,N ,3RD                                     ,AV  ,E ,UNIVERSITY                              ,BL  ,DARK-LIGHTED                                           ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, NOT DIVIDED                                     ",ANGLE (FRONT TO SIDE) (OTHER THAN LEFT TURN)           ,                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1013939.75,454752.56003937125206,3957,1208230098  ,157819,2,2012-08-23T00:00:00.000Z,0918,THU,0,1,0,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,1013939.75,454752.56,COLUMBUS                      ,INSIDE                                                 ,TUCSON              ,N/A,     ,N/A,  ,At,WAVERLY                       ,        ,N ,COLUMBUS                                ,BL  ,E ,WAVERLY                                 ,ST  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,FOUR-WAY INTERSECTION                                  ,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ",OTHER                                                  ,T- BONE                  ,TPD_TRAFFIC_INCIDENTS,,,,,,
1041545.81003937125206,408812.0,3971,1302220275  ,160624,3,2013-02-22T00:00:00.000Z,1050,FRI,0,0,0,3104      ,3104-INJURY TRAFFIC ACCIDENT/BICYCLE                   ,1041545.81,408812,E VALENCIA                    ,INSIDE                                                 ,TUCSON              ,Approximately,1500 ,Feet,W ,From,E OLD VAIL                    ,        ,S ,OLD VAIL                                ,RD  ,E ,VALENCIA                                ,RD  ,DAYLIGHT                                               ,CLEAR                                                  ,                         ,NOT JUNCTION RELATED                                   ,,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ","SIDESWIPE, SAME DIRECTION                              ",                         ,TPD_TRAFFIC_INCIDENTS,,,,,,
1031095.089895013719797,435211.700131230056286,3996,1705260566  ,193922,2,2017-05-26T00:00:00.000Z,2131,FRI,0,1,0,3114      ,3114-INJURY TRAF ACCIDENT/HIT & RUN/BICYCLE            ,1031095.09,435211.7,E GOLF LINKS                  ,OUTSIDE                                                ,TUCSON              ,N/A,     ,N/A,  ,At,S AVENIDA DEL SOL             ,        ,S ,AVENIDA DEL SOL                         ,    ,E ,GOLF LINKS                              ,RD  ,DARK-LIGHTED                                           ,CLEAR                                                  ,                         ,NON-CONTROLLED ACCESS - INTERSECTION (WITHIN)          ,T-INTERSECTION                                         ,"2-WAY, DIVIDED, UNPROT (PAINTED > 4 FEET) MEDIAN       ",SINGLE VEHICLE                                         ,                         ,TPD_TRAFFIC_INCIDENTS,\\central\data\Transportation\Traffic\Accident Data\2017\1705260566.pdf,,,,,
